annealing_time,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_vortices,vortices_sem,vortices_bootstrap_sem,vortices_std,vortices_bootstrap_std,corr_length_periodic,corr_length_periodic_sigma_1_negative,corr_length_periodic_sigma_1_positive,corr_length_periodic_sigma_2_negative,corr_length_periodic_sigma_2_positive,corr_length_non_periodic,corr_length_non_periodic_sigma_1_negative,corr_length_non_periodic_sigma_1_positive,corr_length_non_periodic_sigma_2_negative,corr_length_non_periodic_sigma_2_positive
3.6,0.17510396470084436,0.000404465327207507,0.00039892500678936156,0.09044029220127979,0.0062949304284822035,0.17826994349292496,0.00041450050150374315,0.0004317801344318999,0.09268420295107997,0.006813375597896931,21.8728,0.020197657342059305,0.018708153839444477,4.516288316748611,0.2952096881879048,0.5232204568819039,-0.11220513765833773,0.2316151377669744,-0.06138010502226976,0.1063258370896003,0.6183556714991281,-0.10320906212352443,0.15130859031395816,-0.04954239866973853,0.06296028403283493
4.0,0.18243937415531944,0.0004217457990091569,0.00042518895912182684,0.09430428452395272,0.006709368605823988,0.18389939131891883,0.0004267918816405005,0.0004194125816302249,0.09543261161888904,0.0066182189064583515,19.42174,0.01914730372226849,0.019831810113287135,4.281424455995925,0.3129406851146076,0.5588249797592789,-0.23297827817060401,0.3864498064887829,-0.12760940043010405,0.1761534087026917,0.6540570903631038,-0.10461875095476136,0.14557821406435334,-0.048297782774101794,0.056052015657584775
6.5,0.1972356359985213,0.0004531112488483592,0.00048089310705672983,0.10131774218685566,0.007588365233912649,0.1927418616382458,0.0004496141519055577,0.0004703281932033457,0.10053577535784017,0.007421653705284219,15.91812,0.01761926565105486,0.016999369891464423,3.939748172865875,0.268245532302031,0.6316136336348824,-0.13947180060949194,0.22285825148815808,-0.06616107553896189,0.08854938038467064,0.7439698757014843,-0.026928160299811932,0.027036472669904832,-0.011938043354023709,0.01195817391345555
8.0,0.20592988804534973,0.0004751268722928504,0.0004561476749869513,0.10624053601707098,0.007197888902143763,0.19903249979383916,0.00046347464521595663,0.00043059711942054145,0.10363504488905327,0.006794707935891264,13.91408,0.01673211147294587,0.017966116435085132,3.741376451735377,0.28350053544922976,0.6634292962353203,-0.13013371599819124,0.18769292394834913,-0.05938391393236664,0.06963752375003063,0.7919401850199086,-0.10764974369076041,0.10568328991344766,-0.04707669718939589,0.046542373931764525
11.0,0.22378318805668457,0.0005125582301988285,0.0005446890563310449,0.11461035839438082,0.008595048333407684,0.20766046864204102,0.00048633113495948153,0.0004886002665418298,0.10874586025948776,0.007709982159235002,10.68168,0.015013392541031885,0.01562342716260491,3.357063058329408,0.2465335222642146,0.7704677852396025,-0.16948328979672977,0.174727678314754,-0.07360117362230367,0.0730778830586385,0.9249827518481579,-0.0903262003494617,0.08833840154463002,-0.03980051848520039,0.039401421578592055
14.0,0.23708439952094,0.0005438814635793063,0.0005656241608150541,0.12161437626453539,0.008925398710037318,0.2115201754850171,0.0004948819978983627,0.0005156317752484316,0.11065787221884354,0.008136532171866368,8.6106,0.013763340488080202,0.014432565808728991,3.0775457169634373,0.22774204706202145,0.8534233937009594,-0.14465485182787186,0.13762593549555446,-0.06306082704139016,0.0615629236359716,1.0272135587171756,-0.09518340684074011,0.09448745087853061,-0.042105334641611925,0.04198371121479971
16.0,0.24408133786225777,0.0005588768706536135,0.0005791330667514112,0.12496741769046138,0.009138565650156413,0.2133297598420546,0.0005028950203585604,0.0005150205924726168,0.1124496205937145,0.008126887870337602,7.47664,0.013126664938004929,0.013290228073625975,2.9351821596623267,0.2097162616489241,0.913147418572168,-0.11228510333721897,0.10701737790189858,-0.04932159581358597,0.04856703600549972,1.095058958168137,-0.10230404832937479,0.1025284436434345,-0.04531293829144334,0.0453944742245308
20.0,0.25391709072104796,0.0005863711107114309,0.0006017490677171362,0.13111525518706196,0.009495440125876853,0.21115059987783075,0.0005032866611066069,0.0005046236913080003,0.11253719325151389,0.007962827537219344,5.60716,0.011837987052144842,0.013717097823182681,2.647027905859702,0.21645215268044807,1.0468098280526819,-0.10206436365722382,0.09644749403476305,-0.04518782628705598,0.045127069888931004,1.2657100014694873,-0.012279899787019155,0.012313877894575054,-0.005448774650711252,0.005455452644041903
30.0,0.26118457452002947,0.0004389500690159715,0.00048039331261838893,0.13880750567512382,0.010731173732142543,0.20432033392164217,0.0003506865185730926,0.00034592527275218224,0.11089625985513352,0.007727385254405734,3.19791,0.007032532323715891,0.008001863748333496,2.223870866732149,0.17874809621363805,1.252869486902059,-0.09907073994153226,0.07935673741775717,-0.044109437925544004,0.035194294086040356,1.5773785766706185,-0.004276673483273208,0.0042788710805449215,-0.001896496630762523,0.0018969296530012558
50.0,0.2517790039246539,0.0004525048234604831,0.00048124668225167725,0.14309387396001635,0.010750236565766597,0.1891035598577728,0.0003266929022434527,0.0003403690110666389,0.10330885010187967,0.0076032677700805995,1.30558,0.00589616454006864,0.00804794794542463,1.864521617895593,0.17977753919775408,1.4752494433967138,-0.08686594556492488,0.07728835309424531,-0.036301081950824154,0.027888383916670256,1.9933709572135774,-0.022377893221359524,0.021905378474110893,-0.00983481212822368,0.009744872669626203
100.0,0.22485587559011852,0.00044554671083167174,0.00048027760310742797,0.14089353654948336,0.010728588977459314,0.17544032822521652,0.0002955879506157483,0.00031357912527156165,0.09347264991795866,0.007004827052485508,0.09998,0.005068224231914828,0.011879640184020879,1.602705212944664,0.26537106021569123,1.5545225225992256,-0.01840182908439758,0.01403322686754549,-0.008296326713245983,0.0063364925533683225,2.5936428367774944,-0.00810219850613142,0.008133915190663532,-0.0035945825806343312,0.0036012052576670506
200.0,0.2021697235105577,0.00042337036545628455,0.0005741733189943392,0.13388079545697526,0.012826060389778406,0.16827429988063683,0.0002801766259441683,0.0003115483713775284,0.08859918551320951,0.006959463446723978,-0.21019,0.005204034248419641,0.030489402012340946,1.6456518963316635,0.6810816499510172,1.6165479298148961,-0.027114723469480295,0.020581650538843532,-0.012320890702167464,0.008975872549022434,3.0103271888243555,-0.014588937759440757,0.01468834793549173,-0.006472215120919944,0.006492462823130041
